belief state[non-destination destination-city],action[0-Moving/1-unloading],alpha-vector[non-destination destination-city],observation(0-non-destination/1-destination-city
[0.00309921 0.99690079],1,[-9.5   0.95],None
[0.51070964 0.48929036],0,[0.95 0.  ],0
[0.23370334 0.76629666],0,[0.95 0.  ],0
[0.11940897 0.88059103],0,[0.95 0.  ],0
[0.06409352 0.93590648],1,[-9.5   0.95],None
[0.62600711 0.37399289],0,[0.95 0.  ],0
[0.27453548 0.72546452],0,[0.95 0.  ],1
[0.00495681 0.99504319],1,[-9.5   0.95],None
[0.10871911 0.89128089],0,[0.95 0.  ],0
[0.05863273 0.94136727],1,[-9.5   0.95],None
[0.61309691 0.38690309],0,[0.95 0.  ],0
[0.27013325 0.72986675],0,[0.95 0.  ],1
[0.00487552 0.99512448],1,[-9.5   0.95],None
[0.7976557 0.2023443],0,[0.95 0.  ],0
[0.32939217 0.67060783],0,[0.95 0.  ],1
[0.00597488 0.99402512],1,[-9.5   0.95],None
[0.69338637 0.30661363],0,[0.95 0.  ],0
[0.29686067 0.70313933],0,[0.95 0.  ],1
[0.00537 0.99463],1,[-9.5   0.95],None
[0.87018534 0.12981466],0,[0.95 0.  ],0
[0.35069324 0.64930676],0,[0.95 0.  ],1
[0.00637275 0.99362725],1,[-9.5   0.95],None
[0.96997999 0.03002001],0,[0.95 0.  ],0
[0.37837921 0.62162079],0,[0.95 0.  ],1
[0.00689204 0.99310796],1,[-9.5   0.95],None
[0.87096188 0.12903812],0,[0.95 0.  ],0
[0.35091575 0.64908425],0,[0.95 0.  ],1
[0.00637692 0.99362308],1,[-9.5   0.95],None
[0.5412703 0.4587297],0,[0.95 0.  ],0
[0.24486795 0.75513205],0,[0.95 0.  ],0
[0.12452843 0.87547157],0,[0.95 0.  ],0
[0.06669051 0.93330949],1,[-9.5   0.95],None
[0.49889672 0.50110328],0,[0.95 0.  ],0
[0.22931855 0.77068145],0,[0.95 0.  ],1
[0.00412469 0.99587531],1,[-9.5   0.95],None
[0.37452754 0.62547246],0,[0.95 0.  ],0
[0.18065711 0.81934289],0,[0.95 0.  ],1
[0.00323621 0.99676379],1,[-9.5   0.95],None
[0.48229752 0.51770248],0,[0.95 0.  ],1
[0.00886317 0.99113683],1,[-9.5   0.95],None
[0.7760754 0.2239246],0,[0.95 0.  ],0
[0.32284997 0.67715003],0,[0.95 0.  ],1
[0.00585297 0.99414703],1,[-9.5   0.95],None
[0.31066162 0.68933838],0,[0.95 0.  ],0
[0.15375141 0.84624859],0,[0.95 0.  ],1
[0.00274806 0.99725194],1,[-9.5   0.95],None
[0.57589868 0.42410132],0,[0.95 0.  ],0
[0.25721528 0.74278472],0,[0.95 0.  ],1
[0.00463732 0.99536268],1,[-9.5   0.95],None
[0.69473036 0.30526964],0,[0.95 0.  ],1
[0.01300394 0.98699606],1,[-9.5   0.95],None
[0.27270185 0.72729815],0,[0.95 0.  ],1
[0.00492294 0.99507706],1,[-9.5   0.95],None
[0.84356322 0.15643678],0,[0.95 0.  ],1
[0.01599777 0.98400223],1,[-9.5   0.95],None
[0.02908501 0.97091499],1,[-9.5   0.95],None
[0.16090779 0.83909221],0,[0.95 0.  ],0
[0.08481249 0.91518751],0,[0.95 0.  ],0
[0.04623064 0.95376936],1,[-9.5   0.95],None
[0.15478469 0.84521531],0,[0.95 0.  ],0
[0.0818025 0.9181975],1,[-9.5   0.95],None
[0.53182911 0.46817089],0,[0.95 0.  ],0
[0.24144607 0.75855393],0,[0.95 0.  ],1
[0.00434725 0.99565275],1,[-9.5   0.95],None
[0.35425032 0.64574968],0,[0.95 0.  ],0
[0.17226375 0.82773625],0,[0.95 0.  ],1
[0.0030837 0.9969163],1,[-9.5   0.95],None
[0.69041749 0.30958251],0,[0.95 0.  ],0
[0.29589934 0.70410066],0,[0.95 0.  ],1
[0.00535218 0.99464782],1,[-9.5   0.95],None
[0.54054603 0.45945397],0,[0.95 0.  ],0
[0.2446063 0.7553937],0,[0.95 0.  ],1
[0.00440532 0.99559468],1,[-9.5   0.95],None
[0.07139952 0.92860048],1,[-9.5   0.95],None
[0.6995281 0.3004719],0,[0.95 0.  ],0
[0.29884302 0.70115698],0,[0.95 0.  ],0
[0.14861809 0.85138191],0,[0.95 0.  ],0
[0.07875486 0.92124514],1,[-9.5   0.95],None
[0.47439484 0.52560516],0,[0.95 0.  ],0
[0.2200976 0.7799024],0,[0.95 0.  ],1
[0.00395578 0.99604422],1,[-9.5   0.95],None
[0.03592238 0.96407762],1,[-9.5   0.95],None
[0.92401276 0.07598724],0,[0.95 0.  ],0
[0.36585037 0.63414963],0,[0.95 0.  ],0
[0.17708197 0.82291803],0,[0.95 0.  ],0
[0.09268696 0.90731304],0,[0.95 0.  ],0
[0.05034499 0.94965501],1,[-9.5   0.95],None
[0.84800906 0.15199094],0,[0.95 0.  ],0
[0.34428999 0.65571001],0,[0.95 0.  ],1
[0.006253 0.993747],1,[-9.5   0.95],None
[0.19642426 0.80357574],0,[0.95 0.  ],0
[0.10196087 0.89803913],0,[0.95 0.  ],1
[0.00181455 0.99818545],1,[-9.5   0.95],None
[0.78982697 0.21017303],0,[0.95 0.  ],0
[0.32702997 0.67297003],0,[0.95 0.  ],1
[0.00593085 0.99406915],1,[-9.5   0.95],None
[0.90310635 0.09689365],0,[0.95 0.  ],0
[0.36002701 0.63997299],0,[0.95 0.  ],1
[0.00654755 0.99345245],1,[-9.5   0.95],None
[0.40917511 0.59082489],0,[0.95 0.  ],0
[0.19469013 0.80530987],0,[0.95 0.  ],1
[0.00349169 0.99650831],1,[-9.5   0.95],None
[0.62705618 0.37294382],0,[0.95 0.  ],0
[0.2748914 0.7251086],0,[0.95 0.  ],0
[0.13806097 0.86193903],0,[0.95 0.  ],0
[0.07349911 0.92650089],1,[-9.5   0.95],None
[0.08807104 0.91192896],0,[0.95 0.  ],0
[0.04793673 0.95206327],1,[-9.5   0.95],None
[0.64577346 0.35422654],0,[0.95 0.  ],0
[0.28119662 0.71880338],0,[0.95 0.  ],1
[0.00507993 0.99492007],1,[-9.5   0.95],None
[0.0386267 0.9613733],1,[-9.5   0.95],None
[0.20486616 0.79513384],0,[0.95 0.  ],0
[0.10596055 0.89403945],0,[0.95 0.  ],0
[0.05721512 0.94278488],1,[-9.5   0.95],None
[0.05730416 0.94269584],1,[-9.5   0.95],None
[0.38588745 0.61411255],0,[0.95 0.  ],0
[0.18530049 0.81469951],0,[0.95 0.  ],1
[0.00332068 0.99667932],1,[-9.5   0.95],None
[0.05038768 0.94961232],1,[-9.5   0.95],None
[0.34627735 0.65372265],0,[0.95 0.  ],0
[0.16892604 0.83107396],0,[0.95 0.  ],1
[0.0030231 0.9969769],1,[-9.5   0.95],None
[0.57642407 0.42357593],0,[0.95 0.  ],0
[0.25740019 0.74259981],0,[0.95 0.  ],1
[0.00464073 0.99535927],1,[-9.5   0.95],None
[0.42506224 0.57493776],0,[0.95 0.  ],0
[0.20099813 0.79900187],0,[0.95 0.  ],1
[0.00360673 0.99639327],1,[-9.5   0.95],None
[0.20638405 0.79361595],0,[0.95 0.  ],1
[0.00370504 0.99629496],1,[-9.5   0.95],None
[0.08624024 0.91375976],0,[0.95 0.  ],0
[0.04697879 0.95302121],1,[-9.5   0.95],None
[0.53988161 0.46011839],0,[0.95 0.  ],0
[0.24436615 0.75563385],0,[0.95 0.  ],1
[0.00440091 0.99559909],1,[-9.5   0.95],None
[0.58871129 0.41128871],0,[0.95 0.  ],0
[0.26170448 0.73829552],0,[0.95 0.  ],0
[0.13215882 0.86784118],0,[0.95 0.  ],0
[0.07053953 0.92946047],1,[-9.5   0.95],None
[0.72721383 0.27278617],0,[0.95 0.  ],0
[0.3076737 0.6923263],0,[0.95 0.  ],0
[0.15245831 0.84754169],0,[0.95 0.  ],0
[0.08065468 0.91934532],1,[-9.5   0.95],None
[0.76718601 0.23281399],0,[0.95 0.  ],1
[0.01445163 0.98554837],1,[-9.5   0.95],None
[0.68919479 0.31080521],0,[0.95 0.  ],0
[0.29550284 0.70449716],0,[0.95 0.  ],0
[0.14715829 0.85284171],0,[0.95 0.  ],0
[0.078031 0.921969],1,[-9.5   0.95],None
[0.34671434 0.65328566],0,[0.95 0.  ],0
[0.16910953 0.83089047],0,[0.95 0.  ],0
[0.08881931 0.91118069],0,[0.95 0.  ],0
[0.0483278 0.9516722],1,[-9.5   0.95],None
[0.04981501 0.95018499],1,[-9.5   0.95],None
[0.56901619 0.43098381],0,[0.95 0.  ],0
[0.25478632 0.74521368],0,[0.95 0.  ],1
[0.00459259 0.99540741],1,[-9.5   0.95],None
[0.64619758 0.35380242],0,[0.95 0.  ],0
[0.28133851 0.71866149],0,[0.95 0.  ],1
[0.00508256 0.99491744],1,[-9.5   0.95],None
[0.28031028 0.71968972],0,[0.95 0.  ],1
[0.00506354 0.99493646],1,[-9.5   0.95],None
[0.36107742 0.63892258],0,[0.95 0.  ],0
[0.17510488 0.82489512],0,[0.95 0.  ],1
[0.0031353 0.9968647],1,[-9.5   0.95],None
[0.13583906 0.86416094],0,[0.95 0.  ],0
[0.07238676 0.92761324],1,[-9.5   0.95],None
[0.07218726 0.92781274],1,[-9.5   0.95],None
[0.91283859 0.08716141],0,[0.95 0.  ],1
[0.01741834 0.98258166],1,[-9.5   0.95],None
[0.04623903 0.95376097],1,[-9.5   0.95],None
[0.2919168 0.7080832],0,[0.95 0.  ],1
[0.00527837 0.99472163],1,[-9.5   0.95],None
[0.23712696 0.76287304],0,[0.95 0.  ],0
[0.12098395 0.87901605],0,[0.95 0.  ],1
[0.0021565 0.9978435],1,[-9.5   0.95],None
[0.6973792 0.3026208],0,[0.95 0.  ],0
[0.2981504 0.7018496],0,[0.95 0.  ],1
[0.00539392 0.99460608],1,[-9.5   0.95],None
[2.48865236e-04 9.99751135e-01],1,[-9.5   0.95],None
[0.8499051 0.1500949],0,[0.95 0.  ],0
[0.34484117 0.65515883],0,[0.95 0.  ],1
[0.0062633 0.9937367],1,[-9.5   0.95],None
[0.05392209 0.94607791],1,[-9.5   0.95],None
[0.92897208 0.07102792],0,[0.95 0.  ],0
[0.36722013 0.63277987],0,[0.95 0.  ],1
[0.00668244 0.99331756],1,[-9.5   0.95],None
[0.48876135 0.51123865],0,[0.95 0.  ],0
[0.22552506 0.77447494],0,[0.95 0.  ],1
[0.00405517 0.99594483],1,[-9.5   0.95],None
[0.04557177 0.95442823],1,[-9.5   0.95],None
[0.02609539 0.97390461],1,[-9.5   0.95],None
[0.33661727 0.66338273],0,[0.95 0.  ],0
[0.1648533 0.8351467],0,[0.95 0.  ],1
[0.00294921 0.99705079],1,[-9.5   0.95],None
[0.81598831 0.18401169],0,[0.95 0.  ],1
[0.01543716 0.98456284],1,[-9.5   0.95],None
[0.89104675 0.10895325],0,[0.95 0.  ],0
[0.35663138 0.64336862],0,[0.95 0.  ],1
[0.00648393 0.99351607],1,[-9.5   0.95],None
[0.90296256 0.09703744],0,[0.95 0.  ],0
[0.35998668 0.64001332],0,[0.95 0.  ],0
[0.174652 0.825348],0,[0.95 0.  ],0
[0.09151094 0.90848906],0,[0.95 0.  ],0
[0.04973237 0.95026763],1,[-9.5   0.95],None
[0.33500708 0.66499292],0,[0.95 0.  ],0
[0.16417135 0.83582865],0,[0.95 0.  ],1
[0.00293685 0.99706315],1,[-9.5   0.95],None
[0.09452761 0.90547239],0,[0.95 0.  ],0
[0.05130254 0.94869746],1,[-9.5   0.95],None
[0.76104005 0.23895995],0,[0.95 0.  ],0
[0.31823443 0.68176557],0,[0.95 0.  ],1
[0.00576704 0.99423296],1,[-9.5   0.95],None
[0.58699716 0.41300284],0,[0.95 0.  ],0
[0.26110634 0.73889366],0,[0.95 0.  ],1
[0.00470902 0.99529098],1,[-9.5   0.95],None
[0.63542637 0.36457363],0,[0.95 0.  ],0
[0.27772154 0.72227846],0,[0.95 0.  ],1
[0.00501568 0.99498432],1,[-9.5   0.95],None
[0.55298738 0.44701262],0,[0.95 0.  ],0
[0.24908138 0.75091862],0,[0.95 0.  ],1
[0.00448761 0.99551239],1,[-9.5   0.95],None
[0.24876875 0.75123125],0,[0.95 0.  ],1
[0.00448186 0.99551814],1,[-9.5   0.95],None
[0.62125288 0.37874712],0,[0.95 0.  ],0
[0.27291913 0.72708087],0,[0.95 0.  ],1
[0.00492696 0.99507304],1,[-9.5   0.95],None
[0.51140933 0.48859067],0,[0.95 0.  ],0
[0.23396183 0.76603817],0,[0.95 0.  ],1
[0.00420985 0.99579015],1,[-9.5   0.95],None
[0.29359696 0.70640304],0,[0.95 0.  ],0
[0.14632354 0.85367646],0,[0.95 0.  ],1
[0.00261368 0.99738632],1,[-9.5   0.95],None
[0.19164278 0.80835722],0,[0.95 0.  ],0
[0.09968263 0.90031737],0,[0.95 0.  ],1
[0.00177367 0.99822633],1,[-9.5   0.95],None
[0.23178858 0.76821142],0,[0.95 0.  ],0
[0.11852613 0.88147387],0,[0.95 0.  ],1
[0.00211226 0.99788774],1,[-9.5   0.95],None
[0.49712002 0.50287998],0,[0.95 0.  ],0
[0.22865567 0.77134433],0,[0.95 0.  ],1
[0.00411254 0.99588746],1,[-9.5   0.95],None
[0.18264764 0.81735236],0,[0.95 0.  ],0
[0.0953713 0.9046287],0,[0.95 0.  ],1
[0.00169635 0.99830365],1,[-9.5   0.95],None
[0.45921434 0.54078566],0,[0.95 0.  ],0
[0.2142975 0.7857025],0,[0.95 0.  ],1
[0.00384966 0.99615034],1,[-9.5   0.95],None
[0.73045416 0.26954584],0,[0.95 0.  ],0
[0.30869612 0.69130388],0,[0.95 0.  ],1
[0.00558968 0.99441032],1,[-9.5   0.95],None
[0.39665338 0.60334662],0,[0.95 0.  ],0
[0.18966274 0.81033726],0,[0.95 0.  ],0
[0.09873646 0.90126354],0,[0.95 0.  ],0
[0.05348618 0.94651382],1,[-9.5   0.95],None
[0.87917975 0.12082025],0,[0.95 0.  ],0
[0.35326353 0.64673647],0,[0.95 0.  ],1
[0.00642086 0.99357914],1,[-9.5   0.95],None
[0.56135748 0.43864252],0,[0.95 0.  ],1
[0.01038647 0.98961353],1,[-9.5   0.95],None
[0.95786707 0.04213293],0,[0.95 0.  ],0
[0.37511375 0.62488625],0,[0.95 0.  ],1
[0.00683067 0.99316933],1,[-9.5   0.95],None
[0.75494502 0.24505498],0,[0.95 0.  ],1
[0.01420576 0.98579424],1,[-9.5   0.95],None
[0.42555436 0.57444564],0,[0.95 0.  ],0
[0.20119229 0.79880771],0,[0.95 0.  ],1
[0.00361027 0.99638973],1,[-9.5   0.95],None
[0.00224185 0.99775815],1,[-9.5   0.95],None
[0.90604507 0.09395493],0,[0.95 0.  ],0
[0.3608504 0.6391496],0,[0.95 0.  ],0
[0.17501065 0.82498935],0,[0.95 0.  ],0
[0.09168467 0.90831533],0,[0.95 0.  ],0
[0.04982291 0.95017709],1,[-9.5   0.95],None
[0.20766412 0.79233588],0,[0.95 0.  ],0
[0.10727985 0.89272015],0,[0.95 0.  ],0
[0.05789354 0.94210646],1,[-9.5   0.95],None
[0.95958762 0.04041238],0,[0.95 0.  ],0
[0.37557914 0.62442086],0,[0.95 0.  ],1
[0.00683941 0.99316059],1,[-9.5   0.95],None
[0.54144713 0.45855287],0,[0.95 0.  ],0
[0.24493181 0.75506819],0,[0.95 0.  ],1
[0.00441131 0.99558869],1,[-9.5   0.95],None
[0.66974337 0.33025663],0,[0.95 0.  ],0
[0.28914871 0.71085129],0,[0.95 0.  ],1
[0.00522709 0.99477291],1,[-9.5   0.95],None
[0.58725945 0.41274055],0,[0.95 0.  ],0
[0.26119792 0.73880208],0,[0.95 0.  ],1
[0.0047107 0.9952893],1,[-9.5   0.95],None
[0.56205276 0.43794724],0,[0.95 0.  ],0
[0.25231622 0.74768378],0,[0.95 0.  ],1
[0.00454712 0.99545288],1,[-9.5   0.95],None
[0.87759658 0.12240342],0,[0.95 0.  ],0
[0.35281222 0.64718778],0,[0.95 0.  ],1
[0.00641241 0.99358759],1,[-9.5   0.95],None
[0.62835428 0.37164572],0,[0.95 0.  ],0
[0.27533144 0.72466856],0,[0.95 0.  ],1
[0.00497152 0.99502848],1,[-9.5   0.95],None
[0.78730814 0.21269186],0,[0.95 0.  ],0
[0.32626727 0.67373273],0,[0.95 0.  ],0
[0.16045432 0.83954568],0,[0.95 0.  ],0
[0.08459012 0.91540988],0,[0.95 0.  ],0
[0.04611403 0.95388597],1,[-9.5   0.95],None
[0.68403549 0.31596451],0,[0.95 0.  ],0
[0.29382599 0.70617401],0,[0.95 0.  ],0
[0.14642392 0.85357608],0,[0.95 0.  ],0
[0.07766651 0.92233349],1,[-9.5   0.95],None
[0.1148012 0.8851988],0,[0.95 0.  ],1
[0.00204524 0.99795476],1,[-9.5   0.95],None
[0.32835497 0.67164503],0,[0.95 0.  ],0
[0.16134461 0.83865539],0,[0.95 0.  ],1
[0.0028856 0.9971144],1,[-9.5   0.95],None
[0.6773112 0.3226888],0,[0.95 0.  ],0
[0.29163128 0.70836872],0,[0.95 0.  ],1
[0.00527308 0.99472692],1,[-9.5   0.95],None
[0.2532357 0.7467643],0,[0.95 0.  ],0
[0.12833413 0.87166587],0,[0.95 0.  ],1
[0.00228891 0.99771109],1,[-9.5   0.95],None
[0.73497859 0.26502141],0,[0.95 0.  ],0
[0.31011985 0.68988015],0,[0.95 0.  ],1
[0.00561614 0.99438386],1,[-9.5   0.95],None
[0.32312292 0.67687708],0,[0.95 0.  ],1
[0.00585805 0.99414195],1,[-9.5   0.95],None
[0.8889845 0.1110155],0,[0.95 0.  ],0
[0.35604801 0.64395199],0,[0.95 0.  ],0
[0.17301337 0.82698663],0,[0.95 0.  ],0
[0.0907165 0.9092835],0,[0.95 0.  ],0
[0.04931816 0.95068184],1,[-9.5   0.95],None
[0.62256919 0.37743081],0,[0.95 0.  ],1
[0.01158024 0.98841976],1,[-9.5   0.95],None
[0.35343955 0.64656045],0,[0.95 0.  ],0
[0.17192531 0.82807469],0,[0.95 0.  ],1
[0.00307755 0.99692245],1,[-9.5   0.95],None
[0.8869657 0.1130343],0,[0.95 0.  ],0
[0.35547616 0.64452384],0,[0.95 0.  ],1
[0.00646229 0.99353771],1,[-9.5   0.95],None
[0.65298326 0.34701674],0,[0.95 0.  ],0
[0.28360283 0.71639717],0,[0.95 0.  ],1
[0.00512444 0.99487556],1,[-9.5   0.95],None
[0.36106028 0.63893972],0,[0.95 0.  ],0
[0.17509777 0.82490223],0,[0.95 0.  ],1
[0.00313517 0.99686483],1,[-9.5   0.95],None
[0.07043449 0.92956551],1,[-9.5   0.95],None
[0.9844294 0.0155706],0,[0.95 0.  ],0
[0.38224145 0.61775855],0,[0.95 0.  ],1
[0.00696468 0.99303532],1,[-9.5   0.95],None
[0.0974763 0.9025237],0,[0.95 0.  ],1
[0.00173409 0.99826591],1,[-9.5   0.95],None
[0.18928114 0.81071886],0,[0.95 0.  ],0
[0.09855393 0.90144607],0,[0.95 0.  ],1
[0.00175342 0.99824658],1,[-9.5   0.95],None
[0.13910464 0.86089536],0,[0.95 0.  ],0
[0.07402086 0.92597914],1,[-9.5   0.95],None
[0.56857773 0.43142227],0,[0.95 0.  ],1
[0.01052662 0.98947338],1,[-9.5   0.95],None
[0.35461399 0.64538601],0,[0.95 0.  ],0
[0.17241549 0.82758451],0,[0.95 0.  ],1
[0.00308645 0.99691355],1,[-9.5   0.95],None
[0.84768015 0.15231985],0,[0.95 0.  ],0
[0.3441943 0.6558057],0,[0.95 0.  ],1
[0.00625121 0.99374879],1,[-9.5   0.95],None
[0.78858094 0.21141906],0,[0.95 0.  ],0
[0.32665284 0.67334716],0,[0.95 0.  ],0
[0.16061886 0.83938114],0,[0.95 0.  ],0
[0.08467081 0.91532919],0,[0.95 0.  ],1
[0.00150468 0.99849532],1,[-9.5   0.95],None
[0.95481014 0.04518986],0,[0.95 0.  ],0
[0.37428562 0.62571438],0,[0.95 0.  ],1
[0.00681511 0.99318489],1,[-9.5   0.95],None
[0.18731602 0.81268398],0,[0.95 0.  ],1
[0.00335737 0.99664263],1,[-9.5   0.95],None
[0.67759376 0.32240624],0,[0.95 0.  ],0
[0.29172372 0.70827628],0,[0.95 0.  ],0
[0.14550182 0.85449818],0,[0.95 0.  ],0
[0.07720851 0.92279149],1,[-9.5   0.95],None
[0.00929546 0.99070454],1,[-9.5   0.95],None
[0.06956269 0.93043731],1,[-9.5   0.95],None
[0.15533312 0.84466688],0,[0.95 0.  ],0
[0.08207275 0.91792725],1,[-9.5   0.95],None
[0.79174781 0.20825219],0,[0.95 0.  ],1
[0.01494658 0.98505342],1,[-9.5   0.95],None
[0.93781077 0.06218923],0,[0.95 0.  ],0
[0.36965043 0.63034957],0,[0.95 0.  ],1
[0.00672806 0.99327194],1,[-9.5   0.95],None
[0.35904335 0.64095665],0,[0.95 0.  ],0
[0.17426001 0.82573999],0,[0.95 0.  ],1
[0.00311995 0.99688005],1,[-9.5   0.95],None
[0.12635992 0.87364008],0,[0.95 0.  ],1
[0.00225333 0.99774667],1,[-9.5   0.95],None
[0.44502824 0.55497176],0,[0.95 0.  ],0
[0.20881583 0.79118417],0,[0.95 0.  ],1
[0.00374946 0.99625054],1,[-9.5   0.95],None
[0.44901545 0.55098455],0,[0.95 0.  ],0
[0.2103626 0.7896374],0,[0.95 0.  ],1
[0.00377773 0.99622227],1,[-9.5   0.95],None
[0.34363432 0.65636568],0,[0.95 0.  ],0
[0.16781487 0.83218513],0,[0.95 0.  ],1
[0.00300294 0.99699706],1,[-9.5   0.95],None
[0.17943958 0.82056042],0,[0.95 0.  ],0
[0.09382561 0.90617439],0,[0.95 0.  ],1
[0.00166864 0.99833136],1,[-9.5   0.95],None
[0.45069102 0.54930898],0,[0.95 0.  ],0
[0.21101118 0.78898882],0,[0.95 0.  ],1
[0.00378958 0.99621042],1,[-9.5   0.95],None
[0.71733653 0.28266347],0,[0.95 0.  ],0
[0.30454284 0.69545716],0,[0.95 0.  ],0
[0.15109995 0.84890005],0,[0.95 0.  ],0
[0.07998341 0.92001659],1,[-9.5   0.95],None
[0.17980168 0.82019832],0,[0.95 0.  ],0
[0.09400029 0.90599971],0,[0.95 0.  ],1
[0.00167177 0.99832823],1,[-9.5   0.95],None
[0.01068394 0.98931606],1,[-9.5   0.95],None
[0.10071142 0.89928858],0,[0.95 0.  ],0
[0.054508 0.945492],1,[-9.5   0.95],None
[0.40348681 0.59651319],0,[0.95 0.  ],0
[0.19241245 0.80758755],0,[0.95 0.  ],1
[0.00345018 0.99654982],1,[-9.5   0.95],None
[0.12555977 0.87444023],0,[0.95 0.  ],0
[0.06721226 0.93278774],1,[-9.5   0.95],None
[0.38375893 0.61624107],0,[0.95 0.  ],0
[0.18443364 0.81556636],0,[0.95 0.  ],1
[0.00330491 0.99669509],1,[-9.5   0.95],None
[0.60574583 0.39425417],0,[0.95 0.  ],0
[0.26760813 0.73239187],0,[0.95 0.  ],1
[0.00482892 0.99517108],1,[-9.5   0.95],None
[0.36519925 0.63480075],0,[0.95 0.  ],0
[0.1768127 0.8231873],0,[0.95 0.  ],1
[0.00316633 0.99683367],1,[-9.5   0.95],None
[0.7621121 0.2378879],0,[0.95 0.  ],0
[0.31856511 0.68143489],0,[0.95 0.  ],1
[0.0057732 0.9942268],1,[-9.5   0.95],None
[0.15950684 0.84049316],0,[0.95 0.  ],1
[0.00285229 0.99714771],1,[-9.5   0.95],None
[0.68649124 0.31350876],0,[0.95 0.  ],0
[0.29462491 0.70537509],0,[0.95 0.  ],0
[0.14677393 0.85322607],0,[0.95 0.  ],0
[0.07784026 0.92215974],1,[-9.5   0.95],None
[0.69414259 0.30585741],0,[0.95 0.  ],0
[0.29710522 0.70289478],0,[0.95 0.  ],1
[0.00537453 0.99462547],1,[-9.5   0.95],None
[0.90226815 0.09773185],0,[0.95 0.  ],0
[0.35979187 0.64020813],0,[0.95 0.  ],1
[0.00654314 0.99345686],1,[-9.5   0.95],None
[0.94061032 0.05938968],0,[0.95 0.  ],0
[0.37041729 0.62958271],0,[0.95 0.  ],1
[0.00674245 0.99325755],1,[-9.5   0.95],None
[0.52371983 0.47628017],0,[0.95 0.  ],0
[0.23848759 0.76151241],0,[0.95 0.  ],1
[0.00429292 0.99570708],1,[-9.5   0.95],None
[0.17989497 0.82010503],0,[0.95 0.  ],0
[0.09404529 0.90595471],0,[0.95 0.  ],1
[0.00167258 0.99832742],1,[-9.5   0.95],None
[0.03564493 0.96435507],1,[-9.5   0.95],None
[0.60062153 0.39937847],0,[0.95 0.  ],0
[0.26583992 0.73416008],0,[0.95 0.  ],1
[0.0047963 0.9952037],1,[-9.5   0.95],None
[0.19083519 0.80916481],0,[0.95 0.  ],0
[0.09929691 0.90070309],0,[0.95 0.  ],1
[0.00176675 0.99823325],1,[-9.5   0.95],None
[0.2855458 0.7144542],0,[0.95 0.  ],0
[0.14278281 0.85721719],0,[0.95 0.  ],1
[0.00254968 0.99745032],1,[-9.5   0.95],None
[0.29078806 0.70921194],0,[0.95 0.  ],0
[0.14509091 0.85490909],0,[0.95 0.  ],1
[0.00259139 0.99740861],1,[-9.5   0.95],None
[0.26882058 0.73117942],0,[0.95 0.  ],0
[0.13535183 0.86464817],0,[0.95 0.  ],0
[0.07214254 0.92785746],1,[-9.5   0.95],None
[0.94032618 0.05967382],0,[0.95 0.  ],0
[0.37033953 0.62966047],0,[0.95 0.  ],1
[0.00674099 0.99325901],1,[-9.5   0.95],None
[0.04605753 0.95394247],1,[-9.5   0.95],None
[0.97534057 0.02465943],0,[0.95 0.  ],1
[0.01871513 0.98128487],1,[-9.5   0.95],None
[0.86932782 0.13067218],0,[0.95 0.  ],0
[0.35044739 0.64955261],0,[0.95 0.  ],1
[0.00636815 0.99363185],1,[-9.5   0.95],None
[0.00366708 0.99633292],1,[-9.5   0.95],None
[0.56834991 0.43165009],0,[0.95 0.  ],0
[0.25455053 0.74544947],0,[0.95 0.  ],1
[0.00458825 0.99541175],1,[-9.5   0.95],None
[0.63985813 0.36014187],0,[0.95 0.  ],1
[0.01191971 0.98808029],1,[-9.5   0.95],None
[0.45643683 0.54356317],0,[0.95 0.  ],1
[0.00836936 0.99163064],1,[-9.5   0.95],None
[0.63289659 0.36710341],0,[0.95 0.  ],0
[0.27686797 0.72313203],0,[0.95 0.  ],1
[0.00499991 0.99500009],1,[-9.5   0.95],None
[0.49050162 0.50949838],0,[0.95 0.  ],1
[0.00902028 0.99097972],1,[-9.5   0.95],None
[0.57506682 0.42493318],0,[0.95 0.  ],0
[0.25692235 0.74307765],0,[0.95 0.  ],1
[0.00463193 0.99536807],1,[-9.5   0.95],None
[0.79769705 0.20230295],0,[0.95 0.  ],1
[0.01506678 0.98493322],1,[-9.5   0.95],None
[0.21163811 0.78836189],0,[0.95 0.  ],0
[0.10914829 0.89085171],0,[0.95 0.  ],1
[0.00194362 0.99805638],1,[-9.5   0.95],None
[0.30472918 0.69527082],0,[0.95 0.  ],0
[0.15118089 0.84881911],0,[0.95 0.  ],1
[0.00270153 0.99729847],1,[-9.5   0.95],None
[0.21417184 0.78582816],0,[0.95 0.  ],0
[0.11033628 0.88966372],0,[0.95 0.  ],1
[0.00196497 0.99803503],1,[-9.5   0.95],None
[0.03699687 0.96300313],1,[-9.5   0.95],None
[0.08915381 0.91084619],0,[0.95 0.  ],0
[0.04850254 0.95149746],1,[-9.5   0.95],None
[0.90035502 0.09964498],0,[0.95 0.  ],0
[0.35925469 0.64074531],0,[0.95 0.  ],1
[0.00653307 0.99346693],1,[-9.5   0.95],None
[0.78675067 0.21324933],0,[0.95 0.  ],0
[0.32609829 0.67390171],0,[0.95 0.  ],1
[0.00591348 0.99408652],1,[-9.5   0.95],None
[0.86802147 0.13197853],0,[0.95 0.  ],1
[0.01649732 0.98350268],1,[-9.5   0.95],None
